report_period_start,report_period_end,interval_start,interval_end,node,namespace,pod,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,resource_id,pod_labels
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-machine-api,cluster-baremetal-operator-6b5d7d9fcc-mn4zg,2.358611,36.000000,,548313415680.000000,188743680000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_k8s_app:cluster-baremetal-operator|label_pod_template_hash:6b5d7d9fcc
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-monitoring,alertmanager-main-2,17.914633,28.800000,,613141217280.000000,1019215872000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_alertmanager:main|label_app:alertmanager|label_controller_revision_hash:alertmanager-main-5c544fbf99|label_statefulset_kubernetes_io_pod_name:alertmanager-main-2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,open-cluster-management-agent-addon,klusterlet-addon-workmgr-5cdfb6bb49-57cbt,7.043601,,,198284083200.000000,483183820800.000000,1932735283200.000000,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:work-manager|label_chart:work-manager-2.2.0|label_component:work-manager|label_controller:operator|label_heritage:Helm|label_pod_template_hash:5cdfb6bb49|label_release:klusterlet-addon-workmgr
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,,,,,,,,,,,,,,,label_controller_uid:bc4fb633-8feb-4498-ab70-d79f4a390d1d|label_job_name:ebac960cc0d92b01276acac6d0b8da64247477656767820740091cb888e2b54
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,costmanagement-metrics-operator,costmanagement-metrics-controller-manager-764f495648-z2sgc,3.375373,,,74975723520.000000,,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_control_plane:controller-manager|label_pod_template_hash:764f495648
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-kni-infra,haproxy-os-ctrl-2,54.822320,720.000000,,670453678080.000000,1509949440000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:kni-infra-api-lb
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-service-ca-operator,service-ca-operator-547bb68dfb-qzjm9,19.349689,36.000000,,283714928640.000000,301989888000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:service-ca-operator|label_pod_template_hash:547bb68dfb
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-console,console-bb998b794-b4spd,12.421113,36.000000,,397510656000.000000,377487360000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:console|label_component:ui|label_pod_template_hash:bb998b794
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-cluster-storage-operator,csi-snapshot-controller-796c8b4d49-g686h,2.772464,36.000000,,195520020480.000000,188743680000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:csi-snapshot-controller|label_pod_template_hash:796c8b4d49
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-machine-config-operator,machine-config-daemon-55n2t,6.184738,144.000000,,1003877007360.000000,377487360000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_controller_revision_hash:665dc5794|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-etcd,etcd-quorum-guard-5df9d7748f-v4x77,20.287998,36.000000,,94844190720.000000,18874368000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_k8s_app:etcd-quorum-guard|label_name:etcd-quorum-guard|label_pod_template_hash:5df9d7748f
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-config-operator,openshift-config-operator-c575f674f-mr8m7,34.184521,36.000000,,289925038080.000000,188743680000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:openshift-config-operator|label_pod_template_hash:c575f674f
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,,,,,,,,,,,,,,,label_controller_uid:0ddb5bfe-d178-4c48-9d13-b4f8d2c93a39|label_job_name:2bb65b1edf795caae8fa60066b7765c72f266cb697ef99cdb7385978c7f3835
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-multus,multus-clrz2,7.988520,36.000000,,62481530880.000000,566231040000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:multus|label_component:network|label_controller_revision_hash:fdcc7449f|label_openshift_io_component:network|label_pod_template_generation:2|label_type:infra
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-machine-config-operator,machine-config-controller-d854ffcc9-nwttn,6.935483,72.000000,,343614013440.000000,188743680000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_k8s_app:machine-config-controller|label_pod_template_hash:d854ffcc9
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,open-cluster-management-agent,klusterlet-work-agent-95fc6db87-mnggh,15.314002,360.000000,,337399480320.000000,483183820800.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:klusterlet-manifestwork-agent|label_pod_template_hash:95fc6db87
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-cluster-node-tuning-operator,tuned-vvz8r,2.964180,36.000000,,376852561920.000000,188743680000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_controller_revision_hash:66cfb96794|label_openshift_app:tuned|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-cnv,hostpath-provisioner-h94n5,1.277733,,,158161305600.000000,,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_controller_revision_hash:59b595b9bd|label_k8s_app:hostpath-provisioner|label_pod_template_generation:1
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-kni-infra,coredns-os-ctrl-1,19.395917,720.000000,,467436994560.000000,1509949440000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:kni-infra-mdns
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-marketplace,marketplace-operator-6d6655dd69-4sl7b,17.052764,36.000000,,500408156160.000000,188743680000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_name:marketplace-operator|label_pod_template_hash:6d6655dd69
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-kube-controller-manager-operator,kube-controller-manager-operator-79fbcd6df7-j4b48,96.789845,36.000000,,398250885120.000000,188743680000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:kube-controller-manager-operator|label_pod_template_hash:79fbcd6df7
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-network-diagnostics,network-check-target-dn2cj,0.399603,36.000000,,105732341760.000000,56623104000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:network-check-target|label_controller_revision_hash:5ffddf6685|label_kubernetes_io_os:linux|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,open-cluster-management-agent,klusterlet-registration-agent-694475bd6-jcllv,15.374862,360.000000,,332218368000.000000,483183820800.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:klusterlet-registration-agent|label_pod_template_hash:694475bd6
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-kube-apiserver,revision-pruner-13-os-ctrl-2,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:pruner
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,koku-metrics-operator,volume-shell,0.036508,,,4552458240.000000,,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-kube-scheduler,openshift-kube-scheduler-os-ctrl-1,31.727079,90.000000,,926659215360.000000,566231040000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:openshift-kube-scheduler|label_revision:10|label_scheduler:true
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-dns,dns-default-kpc8c,17.739267,234.000000,,461975470080.000000,494508441600.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_controller_revision_hash:644fd5fcc4|label_dns_operator_openshift_io_daemonset_dns:default|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-storage,rook-ceph-operator-5485fbd956-xggj5,4.215455,,,438666854400.000000,,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:rook-ceph-operator|label_pod_template_hash:5485fbd956
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-machine-api,metal3-image-cache-z2fnk,0.081130,,,165312921600.000000,,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_baremetal_openshift_io_cluster_baremetal_operator:metal3-image-cache|label_controller_revision_hash:76b7987d77|label_k8s_app:metal3|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-machine-api,metal3-image-cache-5mlq2,0.081497,,,160668057600.000000,,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_baremetal_openshift_io_cluster_baremetal_operator:metal3-image-cache|label_controller_revision_hash:76b7987d77|label_k8s_app:metal3|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,open-cluster-management-agent,klusterlet-registration-agent-694475bd6-x8mjp,19.410075,360.000000,,434493849600.000000,483183820800.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:klusterlet-registration-agent|label_pod_template_hash:694475bd6
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-machine-config-operator,machine-config-daemon-6dzd5,4.204938,144.000000,,1028907663360.000000,377487360000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_controller_revision_hash:665dc5794|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-cnv,hco-operator-bd5d797f8-l5lx5,4.958945,,,182594764800.000000,,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_name:hyperconverged-cluster-operator|label_pod_template_hash:bd5d797f8
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-monitoring,kube-state-metrics-5858fdfff5-kpxkg,11.317685,14.400000,,614469304320.000000,452984832000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app_kubernetes_io_name:kube-state-metrics|label_app_kubernetes_io_version:v1.9.7|label_pod_template_hash:5858fdfff5
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-monitoring,thanos-querier-69998c5668-z7jhl,40.086122,32.400000,,999146864640.000000,347288371200.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app_kubernetes_io_component:query-layer|label_app_kubernetes_io_instance:thanos-querier|label_app_kubernetes_io_name:thanos-query|label_app_kubernetes_io_version:0.12.0|label_pod_template_hash:69998c5668
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-etcd,revision-pruner-4-os-ctrl-0,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:pruner
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-operators,devworkspace-webhook-server-7fbcf5dfbc-d6jw8,0.886789,,,120993300480.000000,,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app_kubernetes_io_name:devworkspace-webhook-server|label_app_kubernetes_io_part_of:devworkspace-operator|label_pod_template_hash:7fbcf5dfbc
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-multus,network-metrics-daemon-tpx5c,4.838928,72.000000,,385369374720.000000,452984832000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:network-metrics-daemon|label_component:network|label_controller_revision_hash:78696c777|label_openshift_io_component:network|label_pod_template_generation:2|label_type:infra
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-marketplace,certified-operators-jxlvv,,0.600000,,0.000000,3145728000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_catalogsource_operators_coreos_com_update:certified-operators
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,,,,,,,,,,,,,,,label_controller_uid:3f27e3ea-17f6-4b19-b437-4cb5749f4e0d|label_job_name:62c0b9a631d3e19159be6f24676ac57f19a11829d5f73015ff5dd30573fa042
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-kube-apiserver,installer-13-os-ctrl-0,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:installer
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-machine-config-operator,machine-config-server-x7btw,0.334772,72.000000,,149028864000.000000,188743680000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_controller_revision_hash:849f68cbd|label_k8s_app:machine-config-server|label_pod_template_generation:2
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-kube-apiserver,revision-pruner-16-os-ctrl-2,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:pruner
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-monitoring,prometheus-adapter-7667785797-dflmk,17.769110,3.600000,,262010634240.000000,94371840000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_name:prometheus-adapter|label_pod_template_hash:7667785797
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-ingress-operator,ingress-operator-6c97c98985-mr6qd,6.754841,72.000000,,516752670720.000000,362387865600.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_name:ingress-operator|label_pod_template_hash:6c97c98985
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-storage,ocs-metrics-exporter-7b9ff4f9cc-lgtgm,0.286342,,,169220505600.000000,,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app_kubernetes_io_component:ocs-metrics-exporter|label_app_kubernetes_io_name:ocs-metrics-exporter|label_app_kubernetes_io_version:0.0.1|label_pod_template_hash:7b9ff4f9cc
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-cnv,vm-import-operator-56bb5db97d-fh2g2,1.286655,,,142280294400.000000,,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_name:vm-import-operator|label_pod_template_hash:56bb5db97d
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-cluster-storage-operator,csi-snapshot-controller-operator-7774ccb69-q8rk4,16.236870,36.000000,,623141928960.000000,245366784000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:csi-snapshot-controller-operator|label_pod_template_hash:7774ccb69
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-kube-scheduler,revision-pruner-10-os-ctrl-0,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:pruner
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-kube-apiserver,installer-15-os-ctrl-1,,540.000000,540.000000,,720000000000.000000,720000000000.000000,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:installer
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-image-registry,cluster-image-registry-operator-69d55d7967-x2c54,17.939751,36.000000,,488146206720.000000,188743680000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_name:cluster-image-registry-operator|label_pod_template_hash:69d55d7967
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-marketplace,certified-operators-ndp79,384.301765,36.000000,,2802557583360.000000,188743680000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_olm_catalogSource:certified-operators
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,koku-metrics-operator,koku-metrics-controller-manager-6d56f5f5c9-b2wnj,5.551925,,,117033615360.000000,,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_control_plane:controller-manager|label_pod_template_hash:6d56f5f5c9
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,open-cluster-management-agent-addon,klusterlet-addon-policyctrl-framework-69b599f5cd-2whh7,5.433663,72.000000,1800.000000,968933376000.000000,1570347417600.000000,3865470566400.000000,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:policy-framework|label_chart:policy-2.2.0|label_component:governance|label_controller:operator|label_heritage:Helm|label_pod_template_hash:69b599f5cd|label_release:klusterlet-addon-policyctrl
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-1,openshift-multus,multus-admission-controller-rk2pm,3.766593,72.000000,,410955448320.000000,75497472000.000000,,32.000000,115200.000000,135107141632.000000,486385709875200.000000,376e9295-c544-479e-9563-be448561ad46,label_app:multus-admission-controller|label_component:network|label_controller_revision_hash:85dd78bb8|label_namespace:openshift-multus|label_openshift_io_component:network|label_pod_template_generation:2|label_type:infra
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-0,openshift-multus,network-metrics-daemon-lsmzm,3.619966,72.000000,,405763031040.000000,452984832000.000000,,32.000000,115200.000000,135127363584.000000,486458508902400.000000,69428079-c425-49a8-9adc-1105a6653908,label_app:network-metrics-daemon|label_component:network|label_controller_revision_hash:78696c777|label_openshift_io_component:network|label_pod_template_generation:2|label_type:infra
2021-04-01 00:00:00 +0000 UTC,2021-05-01 00:00:00 +0000 UTC,2021-04-29 21:00:00 +0000 UTC,2021-04-29 21:59:59 +0000 UTC,os-ctrl-2,openshift-kube-controller-manager,kube-controller-manager-os-ctrl-2,44.350853,288.000000,,1422649344000.000000,1887436800000.000000,,32.000000,115200.000000,405709991936.000000,1460555970969600.000000,20350a8d-2ccc-4868-b447-5e2ac1dc2b92,label_app:kube-controller-manager|label_kube_controller_manager:true|label_revision:12
